Vendor Name,EHR Product Name,EHR Product Version,Product Classification,Product Setting,Attestation Month,Business State/Territory,Provider Type,Specialty,Program Year,Payment Year,Program Type,ID
Sage,Sage Intergy Meaningful Use Edition,6.2,Complete EHR,Ambulatory,4,New Jersey,EP,ENDOCRINOLOGY,2011,1,Medicare,29
Sage,Sage Intergy Meaningful Use Edition,6.2,Complete EHR,Ambulatory,4,New Jersey,EP,INTERNAL MEDICINE,2011,1,Medicare,30
Sage,Sage Intergy Meaningful Use Edition,6.2,Complete EHR,Ambulatory,4,New Jersey,EP,OTOLARYNGOLOGY,2011,1,Medicare,31
Sage,Sage Intergy Meaningful Use Edition,6.2,Complete EHR,Ambulatory,4,New Jersey,EP,INTERNAL MEDICINE,2011,1,Medicare,32
Allscripts,Allscripts Professional EHR,9.2,Complete EHR,Ambulatory,4,Delaware,EP,FAMILY PRACTICE,2011,1,Medicare,33
Allscripts,Allscripts Professional EHR,9.2,Complete EHR,Ambulatory,4,Delaware,EP,FAMILY PRACTICE,2011,1,Medicare,34
"MCS - Medical Communication Systems, Inc.",iPatientCare,10.8,Complete EHR,Ambulatory,4,Massachusetts,EP,GENERAL PRACTICE,2011,1,Medicare,35
McKesson,Practice Partner,9.5,Complete EHR,Ambulatory,4,Texas,EP,FAMILY PRACTICE,2011,1,Medicare,36
"CPSI (Computer Programs and Systems), Inc.",CPSI System,17,Complete EHR,Inpatient,4,Missouri,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,37
"CPSI (Computer Programs and Systems), Inc.",CPSI System,17,Complete EHR,Inpatient,4,Louisiana,Hospital,ACUTE CARE,2011,1,Medicare,38
"CPSI (Computer Programs and Systems), Inc.",CPSI System,17,Complete EHR,Inpatient,4,Iowa,Hospital,SKILLED NURSING FACILITY,2011,1,Medicare/Medicaid,39
"CPSI (Computer Programs and Systems), Inc.",CPSI System,17,Complete EHR,Inpatient,4,Alabama,Hospital,SKILLED NURSING FACILITY,2011,1,Medicare/Medicaid,40
"CPSI (Computer Programs and Systems), Inc.",CPSI System,17,Complete EHR,Inpatient,4,Missouri,Hospital,ACUTE CARE,2011,1,Medicare,41
GE Healthcare,Centricity Practice Solution,9.5,Complete EHR,Ambulatory,4,Tennessee,EP,INTERNAL MEDICINE,2011,1,Medicare,42
GE Healthcare,Centricity Practice Solution,9.5,Complete EHR,Ambulatory,4,Tennessee,EP,INTERNAL MEDICINE,2011,1,Medicare,43
GE Healthcare,Centricity Practice Solution,9.5,Complete EHR,Ambulatory,4,Arizona,EP,CARDIOVASCULAR DISEASE (CARDIOLOGY),2011,1,Medicare,44
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Texas,EP,INTERNAL MEDICINE,2011,1,Medicare,45
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,46
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,47
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,48
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,49
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,50
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,INTERNAL MEDICINE,2011,1,Medicare,51
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,52
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,OBSTETRICS/GYNECOLOGY,2011,1,Medicare,53
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,54
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,55
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,56
Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2010.01.07 and P2 Sentinel v4.2.1,Complete EHR,Ambulatory,4,Wisconsin,EP,FAMILY PRACTICE,2011,1,Medicare,57
"MedPlus, A Quest Diagnostics Company",Care360 EHR,2010.2,Complete EHR,Ambulatory,4,Massachusetts,EP,NEUROLOGY,2011,1,Medicare,58
"MedPlus, A Quest Diagnostics Company",Care360 EHR,2010.2,Complete EHR,Ambulatory,4,New Jersey,EP,INTERNAL MEDICINE,2011,1,Medicare,59
SuccessEHS,SuccessEHS,6,Complete EHR,Ambulatory,4,Georgia,EP,FAMILY PRACTICE,2011,1,Medicare,60
Eyefinity/OfficeMate,OfficeMate/ExamWRITER,10,Complete EHR,Ambulatory,4,Kansas,EP,OPTOMETRY,2011,1,Medicare,61
HealthFusion,MediTouch EHR,3,Complete EHR,Ambulatory,4,Maine,EP,FAMILY PRACTICE,2011,1,Medicare,62
NexTech Systems Inc.,NexTech Practice 2011,9.7,Complete EHR,Ambulatory,4,California,EP,PLASTIC AND RECONSTRUCTIVE SURGERY,2011,1,Medicare,63
NexTech Systems Inc.,NexTech Practice 2011,9.7,Complete EHR,Ambulatory,4,Arkansas,EP,PLASTIC AND RECONSTRUCTIVE SURGERY,2011,1,Medicare,64
NexTech Systems Inc.,NexTech Practice 2011,9.7,Complete EHR,Ambulatory,4,Florida,EP,DERMATOLOGY,2011,1,Medicare,65
"ChartLogic, Inc.",ChartLogic EMR,7,Complete EHR,Ambulatory,4,Texas,EP,ORTHOPEDIC SURGERY,2011,1,Medicare,66
"ChartLogic, Inc.",ChartLogic EMR,7,Complete EHR,Ambulatory,4,Utah,EP,PODIATRY,2011,1,Medicare,67
"ChartLogic, Inc.",ChartLogic EMR,7,Complete EHR,Ambulatory,4,Arizona,EP,ORTHOPEDIC SURGERY,2011,1,Medicare,68
"ChartLogic, Inc.",ChartLogic EMR,7,Complete EHR,Ambulatory,4,California,EP,ORTHOPEDIC SURGERY,2011,1,Medicare,69
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,PSYCHIATRY,2011,1,Medicare,70
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,FAMILY PRACTICE,2011,1,Medicare,71
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,FAMILY PRACTICE,2011,1,Medicare,72
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,INTERNAL MEDICINE,2011,1,Medicare,73
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,FAMILY PRACTICE,2011,1,Medicare,74
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,GERIATRIC MEDICINE,2011,1,Medicare,75
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,FAMILY PRACTICE,2011,1,Medicare,76
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,FAMILY PRACTICE,2011,1,Medicare,77
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,INTERNAL MEDICINE,2011,1,Medicare,78
Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,4,California,EP,FAMILY PRACTICE,2011,1,Medicare,79
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Illinois,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,80
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Illinois,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,81
BizMatics Inc,PrognoCIS,Version 2.0,Complete EHR,Ambulatory,4,Kentucky,EP,INTERVENTIONAL PAIN MANAGEMENT,2011,1,Medicare,82
McKesson,Lytec MD,2011,Complete EHR,Ambulatory,4,Arizona,EP,INTERNAL MEDICINE,2011,1,Medicare,83
"AmazingCharts.com, Inc.",Amazing Charts,Version 6,Complete EHR,Ambulatory,4,Massachusetts,EP,PODIATRY,2011,1,Medicare,84
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Alabama,EP,UROLOGY,2011,1,Medicare,85
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,86
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,87
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,88
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,89
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,90
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,91
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Alabama,EP,UROLOGY,2011,1,Medicare,92
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,93
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,94
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Alabama,EP,UROLOGY,2011,1,Medicare,95
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,96
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,97
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,98
Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,4,Oklahoma,EP,UROLOGY,2011,1,Medicare,99
WellCentive,WellCentive Registry,2.0,Modular EHR,Ambulatory,4,Michigan,EP,GENERAL SURGERY,2011,1,Medicare,100
DrFirst,Rcopia MU,3.x,Modular EHR,Ambulatory,4,Michigan,EP,GENERAL SURGERY,2011,1,Medicare,100
Siemens Medical Solutions USA Inc,Soarian EHR,2010,Complete EHR,Inpatient,4,Ohio,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,101
Siemens Medical Solutions USA Inc,Soarian EHR,2010,Complete EHR,Inpatient,4,Ohio,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,102
Health IT Services Group,Acumen EHR,6.0,Complete EHR,Ambulatory,4,Virginia,EP,NEPHROLOGY,2011,1,Medicare,103
Health IT Services Group,Acumen EHR,6.0,Complete EHR,Ambulatory,4,Virginia,EP,NEPHROLOGY,2011,1,Medicare,104
Health IT Services Group,Acumen EHR,6.0,Complete EHR,Ambulatory,4,Texas,EP,NEPHROLOGY,2011,1,Medicare,105
Health IT Services Group,Acumen EHR,6.0,Complete EHR,Ambulatory,4,Virginia,EP,NEPHROLOGY,2011,1,Medicare,106
Health IT Services Group,Acumen EHR,6.0,Complete EHR,Ambulatory,4,Virginia,EP,INTERNAL MEDICINE,2011,1,Medicare,107
Health IT Services Group,Acumen EHR,6.0,Complete EHR,Ambulatory,4,North Carolina,EP,NEUROLOGY,2011,1,Medicare,108
"MacPractice, Inc.",MacPractice MD,4.1,Complete EHR,Ambulatory,4,New Jersey,EP,OBSTETRICS/GYNECOLOGY,2011,1,Medicare,109
"MacPractice, Inc.",MacPractice MD,4.1,Complete EHR,Ambulatory,4,California,EP,FAMILY PRACTICE,2011,1,Medicare,110
"Encite, Inc.",Encite EHR,4.35,Complete EHR,Ambulatory,4,Georgia,EP,DERMATOLOGY,2011,1,Medicare,111
"Encite, Inc.",Encite EHR,4.35,Complete EHR,Ambulatory,4,Georgia,EP,DERMATOLOGY,2011,1,Medicare,112
Waiting Room Solutions,2011 Waiting Room Solutions Web Based EHR and Practice Management System,4.0,Complete EHR,Ambulatory,4,Florida,EP,FAMILY PRACTICE,2011,1,Medicare,113
Waiting Room Solutions,2011 Waiting Room Solutions Web Based EHR and Practice Management System,4.0,Complete EHR,Ambulatory,4,Florida,EP,FAMILY PRACTICE,2011,1,Medicare,114
Waiting Room Solutions,2011 Waiting Room Solutions Web Based EHR and Practice Management System,4.0,Complete EHR,Ambulatory,4,Florida,EP,FAMILY PRACTICE,2011,1,Medicare,115
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,116
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,116
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,117
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,117
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,118
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,118
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,119
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,119
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,120
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,120
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,121
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,121
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,122
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,122
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,123
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,123
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,124
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,124
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,125
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,ACUTE CARE,2011,1,Medicare/Medicaid,125
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Summer 2009,Complete EHR,Inpatient,4,Texas,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,126
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Texas,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,126
CureMD Corporation,CureMD EHR,Version 10,Complete EHR,Ambulatory,4,Connecticut,EP,PODIATRY,2011,1,Medicare,127
"MedLink International, Inc",iSuite,4,Complete EHR,Ambulatory,4,Texas,EP,FAMILY PRACTICE,2011,1,Medicare,128
"MedLink International, Inc",iSuite,4,Complete EHR,Ambulatory,4,New York,EP,PODIATRY,2011,1,Medicare,129
"MedLink International, Inc",iSuite,4,Complete EHR,Ambulatory,4,New York,EP,PODIATRY,2011,1,Medicare,130
"MedLink International, Inc",iSuite,4,Complete EHR,Ambulatory,4,New York,EP,PODIATRY,2011,1,Medicare,131
"MedLink International, Inc",iSuite,4,Complete EHR,Ambulatory,4,New York,EP,PODIATRY,2011,1,Medicare,132
Epic Systems Corporation,EpicCare Inpatient - Core EMR,Spring 2008,Complete EHR,Inpatient,4,Wisconsin,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,133
"Sevocity a division of Conceptual MindWorks, Inc",Sevocity,11.1,Complete EHR,Ambulatory,4,Pennsylvania,EP,INTERNAL MEDICINE,2011,1,Medicare,134
"Sevocity a division of Conceptual MindWorks, Inc",Sevocity,11.1,Complete EHR,Ambulatory,4,Florida,EP,GENERAL PRACTICE,2011,1,Medicare,135
Allscripts,Allscripts ePrescribe,15.2.0,Modular EHR,Ambulatory,4,Nevada,EP,PSYCHIATRY,2011,1,Medicare,136
"ICANotes, LLC",ICANotes EHR/EMR for Behavioral Health,11.2,Complete EHR,Ambulatory,4,Nevada,EP,PSYCHIATRY,2011,1,Medicare,136
"Healthcare Management Systems, Inc.","Healthcare Management Systems, Inc.",9.2,Complete EHR,Inpatient,4,Missouri,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,137
"ExitCare, LLC",ExitCare,7.6,Modular EHR,Inpatient,4,Missouri,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,137
"ExitCare, LLC",ExitCare,7.6,Modular EHR,Inpatient,4,Mississippi,Hospital,SKILLED NURSING FACILITY,2011,1,Medicare/Medicaid,138
"Healthcare Management Systems, Inc.","Healthcare Management Systems, Inc.",9.2,Complete EHR,Inpatient,4,Mississippi,Hospital,SKILLED NURSING FACILITY,2011,1,Medicare/Medicaid,138
"Healthcare Management Systems, Inc.","Healthcare Management Systems, Inc.",9.2,Complete EHR,Inpatient,4,Georgia,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,139
"ExitCare, LLC",ExitCare,7.6,Modular EHR,Inpatient,4,Georgia,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,139
"ExitCare, LLC",ExitCare,7.6,Modular EHR,Inpatient,4,Alabama,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,140
"Healthcare Management Systems, Inc.","Healthcare Management Systems, Inc.",9.2,Complete EHR,Inpatient,4,Alabama,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,140
"Healthcare Management Systems, Inc.","Healthcare Management Systems, Inc.",9.2,Complete EHR,Inpatient,4,Georgia,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,141
"ExitCare, LLC",ExitCare,7.6,Modular EHR,Inpatient,4,Georgia,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,141
"Healthcare Management Systems, Inc.","Healthcare Management Systems, Inc.",9.2,Complete EHR,Inpatient,4,Missouri,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,142
"ExitCare, LLC",ExitCare,7.6,Modular EHR,Inpatient,4,Missouri,Hospital,REHABILITATION UNIT,2011,1,Medicare/Medicaid,142
"ExitCare, LLC",ExitCare,7.6,Modular EHR,Inpatient,4,Georgia,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,143
"Healthcare Management Systems, Inc.","Healthcare Management Systems, Inc.",9.2,Complete EHR,Inpatient,4,Georgia,Hospital,SWING-BED APPROVED,2011,1,Medicare/Medicaid,143
"Colonial Valley Software, Inc.",Lectronic Practice Suite,2.02.0.1,Modular EHR,Ambulatory,4,Michigan,EP,FAMILY PRACTICE,2011,1,Medicare,144
Medaxis Corporation,360EHR,2.12,Complete EHR,Ambulatory,4,Michigan,EP,FAMILY PRACTICE,2011,1,Medicare,144
Compulink,Advantage/EHR,10,Complete EHR,Ambulatory,4,California,EP,CHIROPRACTIC,2011,1,Medicare,145
American Medical Software,American Medical Software - EMR,22,Complete EHR,Ambulatory,4,Kentucky,EP,CHIROPRACTIC,2011,1,Medicare,146
American Medical Software,American Medical Software - EMR,22,Complete EHR,Ambulatory,4,Kentucky,EP,CHIROPRACTIC,2011,1,Medicare,147
eClinicalWorks LLC,eClinicalWorks,9,Complete EHR,Ambulatory,4,Florida,EP,INTERNAL MEDICINE,2011,1,Medicare,148
eClinicalWorks LLC,eClinicalWorks,9,Complete EHR,Ambulatory,4,Texas,EP,FAMILY PRACTICE,2011,1,Medicare,149
eClinicalWorks LLC,eClinicalWorks,9,Complete EHR,Ambulatory,4,Massachusetts,EP,INTERNAL MEDICINE,2011,1,Medicare,150
"Greenway Medical Technologies, Inc.",PrimeSuite,2011,Complete EHR,Ambulatory,4,Virginia,EP,NEUROLOGY,2011,1,Medicare,151
"Greenway Medical Technologies, Inc.",PrimeSuite,2011,Complete EHR,Ambulatory,4,Virginia,EP,NEUROLOGY,2011,1,Medicare,152
